ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
PG-AKG,small_airport,Anguganak Airport,937,OC,PG,PG-SAN,Anguganak,AYGU,AKG,AGK,"-3.560504, 142.217307"
OEPS,medium_airport,Prince Sultan Air Base,1651,AS,SA,SA-01,,OEPS,AKH,,"24.062700271606445, 47.580501556396484"
PFAK,small_airport,Akiak Airport,30,NA,US,US-AK,Akiak,PFAK,AKI,AKI,"60.9029006958, -161.231002808"
RJEC,medium_airport,Asahikawa Airport,721,AS,JP,JP-01,Higashikagura,RJEC,AKJ,,"43.670799, 142.447006"
PAKH,small_airport,Akhiok Airport,44,NA,US,US-AK,Akhiok,PAKH,AKK,AKK,"56.9387016296, -154.182998657"
NZAA,large_airport,Auckland International Airport,23,OC,NZ,NZ-AUK,Auckland,NZAA,AKL,,"-37.01199, 174.786331"
AKM,small_airport,Zakuoma Airport,1370,AF,TD,TD-SA,ZaKouma,,AKM,,"10.8902777778, 19.8172222222"
PAKN,medium_airport,King Salmon Airport,73,NA,US,US-AK,King Salmon,PAKN,AKN,AKN,"58.677845, -156.651965"
KAKO,small_airport,Colorado Plains Regional Airport,4714,NA,US,US-CO,Akron,KAKO,AKO,AKO,"40.1755981445, -103.222000122"
PAKP,medium_airport,Anaktuvuk Pass Airport,2102,NA,US,US-AK,Anaktuvuk Pass,PAKP,AKP,AKP,"68.13359833, -151.7429962"
ID-AKQ,small_airport,Gunung Batin Airport,99,AS,ID,ID-LA,Astraksetra-Sumatra Island,,AKQ,,"-4.61113977432251, 105.23200225830078"
DNAK,medium_airport,Akure Airport,1100,AF,NG,NG-ON,Akure,DNAK,AKR,,"7.246739864349365, 5.3010101318359375"
AGGA,small_airport,Gwaunaru'u Airport,5,OC,SB,SB-ML,Auki,AGGA,AKS,,"-8.70257, 160.682007"
LCRA,medium_airport,RAF Akrotiri,76,AS,CY,CY-XX,Akrotiri,LCRA,AKT,,"34.590401, 32.9879"
ZWAK,medium_airport,Aksu Hongqipo Airport,3816,AS,CN,CN-65,Aksu (Onsu),ZWAK,AKU,,"41.262501, 80.291702"
CYKO,medium_airport,Akulivik Airport,75,NA,CA,CA-QC,Akulivik,CYKO,AKV,,"60.818599700927734, -78.14859771728516"
OIAG,medium_airport,Aghajari Airport,88,AS,IR,IR-06,Aghajari,OIAG,AKW,,"30.7444, 49.6772"
UATT,medium_airport,Aktobe Airport,738,AS,KZ,KZ-AKT,Aktobe,UATT,AKX,,"50.2458, 57.206699"
VYSW,medium_airport,Sittwe Airport,27,AS,MM,MM-16,Sittwe,VYSW,AKY,,"20.133165, 92.870693"
UAAA,large_airport,Almaty International Airport,2234,AS,KZ,KZ-ALA,Almaty,UAAA,ALA,,"43.354267, 77.042828"
KALB,medium_airport,Albany International Airport,285,NA,US,US-NY,Albany,KALB,ALB,ALB,"42.74829864501953, -73.80169677734375"
LEAL,large_airport,Alicante-Elche Miguel Hernández Airport,142,EU,ES,ES-VC,Alicante,LEAL,ALC,,"38.2822, -0.558156"
SPAR,small_airport,Alerta Airport,797,SA,PE,PE-MDD,Fortaleza,SPAR,ALD,,"-11.682999610900879, -69.33300018310547"
KE38,small_airport,Alpine Casparis Municipal Airport,4515,NA,US,US-TX,Alpine,,ALE,E38,"30.384199142499998, -103.683998108"
ENAT,medium_airport,Alta Airport,9,EU,NO,NO-54,Alta,ENAT,ALF,,"69.976097106934, 23.371700286865"
DAAG,large_airport,Houari Boumediene Airport,82,AF,DZ,DZ-16,Algiers,DAAG,ALG,,"36.693886, 3.214531"
YABA,medium_airport,Albany Airport,233,OC,AU,AU-WA,Albany,YABA,ALH,,"-34.94329833984375, 117.80899810791016"
KALI,medium_airport,Alice International Airport,178,NA,US,US-TX,Alice,KALI,ALI,ALI,"27.7409, -98.026901"
FAAB,medium_airport,Alexander Bay Airport,98,AF,ZA,ZA-NC,Alexander Bay,FAAB,ALJ,,"-28.575001, 16.5333"
LIMG,medium_airport,Villanova D'Albenga International Airport,148,EU,IT,IT-42,Albenga (SV),LIMG,ALL,SV01,"44.050598, 8.12743"
KALM,medium_airport,Alamogordo White Sands Regional Airport,4200,NA,US,US-NM,Alamogordo,KALM,ALM,ALM,"32.84051, -105.98794"
KALN,medium_airport,St Louis Regional Airport,544,NA,US,US-IL,Alton/St Louis,KALN,ALN,ALN,"38.89030075069999, -90.0459976196"
KALO,medium_airport,Waterloo Regional Airport,873,NA,US,US-IA,Waterloo,KALO,ALO,ALO,"42.557098388671875, -92.40029907226562"
OSAP,medium_airport,Aleppo International Airport,1276,AS,SY,SY-HL,Aleppo,OSAP,ALP,,"36.180698, 37.2244"
SSLT,small_airport,Alegrete Novo Airport,459,SA,BR,BR-RS,Alegrete,SSLT,ALQ,SSLT,"-29.812700271599997, -55.8933982849"
NZLX,medium_airport,Alexandra Aerodrome,752,OC,NZ,NZ-OTA,Alexandra,NZLX,ALR,,"-45.210495, 169.371113"
KALS,medium_airport,San Luis Valley Regional Airport/Bergman Field,7539,NA,US,US-CO,Alamosa,KALS,ALS,ALS,"37.434898, -105.866997"
BR-ALT,small_airport,Alenquer Municipal Airport,55,SA,BR,BR-PA,Alenquer,SDWQ,ALT,PA0027,"-1.917, -54.7231"
HCMA,small_airport,Caluula Airport,6,AF,SO,SO-BR,Caluula,HCMA,ALU,,"11.9582, 50.748"
KALW,medium_airport,Walla Walla Regional Airport,1194,NA,US,US-WA,Walla Walla,KALW,ALW,ALW,"46.09489822, -118.288002"
KALX,small_airport,Thomas C Russell Field,686,NA,US,US-AL,Alexander City,KALX,ALX,ALX,"32.914699554399995, -85.9629974365"
ALZ,seaplane_base,Alitak Seaplane Base,,NA,US,US-AK,Lazy Bay,,ALZ,ALZ,"56.8995018005, -154.248001099"
KAMA,medium_airport,Rick Husband Amarillo International Airport,3607,NA,US,US-TX,Amarillo,KAMA,AMA,AMA,"35.219398, -101.706001"
FMNE,small_airport,Ambilobe Airport,72,AF,MG,MG-D,,FMNE,AMB,,"-13.188400268554688, 48.987998962402344"
FTTN,small_airport,Am Timan Airport,1420,AF,TD,TD-SA,Am Timan,FTTN,AMC,,"11.0340003967, 20.274000167799997"
VAAH,medium_airport,Sardar Vallabh Bhai Patel International Airport,189,AS,IN,IN-GJ,Ahmedabad,VAAH,AMD,,"23.0772, 72.634697"
AME,small_airport,Alto Molocue Airport,1950,AF,MZ,MZ-Q,Alto Molocue,,AME,,"-15.6102777778, 37.6813888889"
AMF,small_airport,Ama Airport,145,OC,PG,PG-ESW,,AYAA,AMF,AMA,"-4.10111111111, 141.67"
HAAM,medium_airport,Arba Minch Airport,3901,AF,ET,ET-SN,Arba Minch,HAAM,AMH,,"6.03939, 37.5905"
WADA,small_airport,Selaparang Airport,52,AS,ID,ID-NB,Mataram,WADA,AMI,,"-8.56056, 116.095097"
SNAR,small_airport,Cirilo Queiróz Airport,640,SA,BR,BR-MG,Almenara,SNAR,AMJ,SNAR,"-16.18389, -40.66722"
K00C,small_airport,Animas Air Park,6684,NA,US,US-CO,Durango,,AMK,00C,"37.203201293899994, -107.869003296"
PA-AML,small_airport,Puerto Armuelles Airport,42,NA,PA,PA-4,Puerto Armuelles,,AML,,"8.267667, -82.864537"
OJAI,large_airport,Queen Alia International Airport,2395,AS,JO,JO-AM,Amman,OJAI,AMM,,"31.7226009369, 35.9931983948"
KAMN,small_airport,Gratiot Community Airport,754,NA,US,US-MI,Alma,KAMN,AMN,AMN,"43.322101593, -84.68800354"
FTTU,small_airport,Mao Airport,1072,AF,TD,TD-KA,Mao,FTTU,AMO,,"14.145600318908691, 15.314399719238281"
FMSY,small_airport,Ampanihy Airport,771,AF,MG,MG-U,Ampanihy,FMSY,AMP,,"-24.69969940185547, 44.73419952392578"
WAPP,medium_airport,Pattimura International Airport,33,AS,ID,ID-MA,Ambon,WAPP,AMQ,,"-3.71026, 128.089005"
EHAM,large_airport,Amsterdam Airport Schiphol,-11,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,"52.308601, 4.76389"
YAMT,small_airport,Amata Airport,695,OC,AU,AU-SA,,YAMT,AMT,,"-26.097363, 131.202732"
AMU,small_airport,Amanab Airport,1307,OC,PG,PG-SAN,Amanab,AYAM,AMU,ANA,"-3.586, 141.214333333"
ULDD,medium_airport,Amderma Airport,13,AS,RU,RU-NEN,Amderma,ULDD,AMV,,"69.76329803466797, 61.556400299072266"
KAMW,small_airport,Ames Municipal Airport,956,NA,US,US-IA,Ames,KAMW,AMW,AMW,"41.992001, -93.621803"
YAMM,small_airport,Ammaroo Airport,,OC,AU,AU-NT,,YAMM,AMX,,"-21.738300323486328, 135.24200439453125"
AMY,small_airport,Ambatomainty Airport,1025,AF,MG,MG-M,,FMMB,AMY,,"-17.686667, 45.623889"
NZAR,medium_airport,Ardmore Airport,111,OC,NZ,NZ-AUK,Manurewa,NZAR,AMZ,,"-37.029701232910156, 174.97300720214844"
KE-6112,small_airport,Angama Airport,6180,AF,KE,KE-700,Maasai Mara,HKOM,ANA,,"-1.27156, 34.955513"
KANB,medium_airport,Anniston Regional Airport,612,NA,US,US-AL,Anniston,KANB,ANB,ANB,"33.5882, -85.8581"
PANC,large_airport,Ted Stevens Anchorage International Airport,152,NA,US,US-AK,Anchorage,PANC,ANC,ANC,"61.1744, -149.996002"
KAND,medium_airport,Anderson Regional Airport,782,NA,US,US-SC,Anderson,KAND,AND,AND,"34.4945983887, -82.70939636230001"
LFJR,medium_airport,Angers-Loire Airport,194,EU,FR,FR-PDL,TFFR,LFJR,ANE,,"47.560299, -0.312222"
SCFA,medium_airport,Andrés Sabella Gálvez International Airport,455,SA,CL,CL-AN,Antofagasta,SCFA,ANF,,"-23.444501, -70.445099"
LFBU,medium_airport,Angoulême-Brie-Champniers Airport,436,EU,FR,FR-NAQ,Angoulême/Brie/Champniers,LFBU,ANG,,"45.729198, 0.221456"
PANI,medium_airport,Aniak Airport,88,NA,US,US-AK,Aniak,PANI,ANI,ANI,"61.581600189208984, -159.54299926757812"
FCBZ,small_airport,Zanaga Airport,1870,AF,CG,CG-2,Zanaga,FCBZ,ANJ,,"-2.8499999046325684, 13.817000389099121"
LTAD,medium_airport,Etimesgut Air Base,2653,AS,TR,TR-06,Ankara,LTAD,ANK,,"39.949798584, 32.6885986328"
AO-0005,small_airport,Andulo Airport,,AF,AO,AO-BIE,Andulo,,ANL,,"-11.4723, 16.710899"
FMNH,medium_airport,Antsirabe Airport,20,AF,MG,MG-D,Antsirabe,FMNH,ANM,,"-14.9994, 50.320202"
PANT,medium_airport,Annette Island Airport,119,NA,US,US-AK,Metlakatla,PANT,ANN,ANN,"55.037026, -131.572695"
FQAG,small_airport,Angoche Airport,121,AF,MZ,MZ-N,Angoche,FQAG,ANO,,"-16.181869506835938, 39.94521713256836"
KANP,small_airport,Lee Airport,34,NA,US,US-MD,Annapolis,KANP,ANP,ANP,"38.942902, -76.568398"
KANQ,small_airport,Tri State Steuben County Airport,995,NA,US,US-IN,Angola,KANQ,ANQ,ANQ,"41.639702, -85.083504"
EBAW,medium_airport,Antwerp International Airport (Deurne),39,EU,BE,BE-VAN,Antwerp,EBAW,ANR,,"51.1894, 4.46028"
SPHY,small_airport,Andahuaylas Airport,11300,SA,PE,PE-APU,Andahuaylas,SPHY,ANS,,"-13.706399917602539, -73.35040283203125"
TAPA,medium_airport,V C Bird International Airport,62,NA,AG,AG-03,Osbourn,TAPA,ANU,,"17.1367, -61.792702"
PANV,medium_airport,Anvik Airport,291,NA,US,US-AK,Anvik,PANV,ANV,ANV,"62.646702, -160.190994"
KANW,small_airport,Ainsworth Regional Airport,2589,NA,US,US-NE,Ainsworth,KANW,ANW,ANW,"42.579201, -99.992995"
ENAN,medium_airport,"Andøya Airport, Andenes",43,EU,NO,NO-18,Andenes,ENAN,ANX,,"69.292503, 16.144199"
KANY,small_airport,Anthony Municipal Airport,1340,NA,US,US-KS,Anthony,KANY,ANY,ANY,"37.158501, -98.079597"
ANZ,small_airport,Angus Downs Airport,1724,OC,AU,AU-NT,Angus Downs Station,YADN,ANZ,,"-25.0325, 132.2748"
AOB,small_airport,Annanberg Airport,130,OC,PG,PG-MPM,,,AOB,ANB,"-4.90416666667, 144.635833333"
EDAC,medium_airport,Altenburg-Nobitz Airport,640,EU,DE,DE-TH,Altenburg,EDAC,AOC,,"50.981945, 12.506389"
AOD,small_airport,Abou-Deïa Airport,1592,AF,TD,TD-SA,Abou-Deïa,,AOD,,"11.4773, 19.2874"
LTBY,medium_airport,Anadolu Airport,2588,AS,TR,TR-26,Eskişehir,LTBY,AOE,,"39.809898, 30.5194"
ZYAS,medium_airport,Anshan Teng'ao Airport / Anshan Air Base,,AS,CN,CN-21,Anshan,ZYAS,AOG,,"41.105301, 122.853996"
KAOH,small_airport,Lima Allen County Airport,975,NA,US,US-OH,Lima,KAOH,AOH,AOH,"40.706902, -84.026703"
LIPY,medium_airport,Marche Airport,49,EU,IT,IT-57,Ancona,LIPY,AOI,AN01,"43.616299, 13.3623"
RJSA,medium_airport,Aomori Airport,664,AS,JP,JP-02,Aomori,RJSA,AOJ,,"40.73469924926758, 140.6909942626953"
LGKP,medium_airport,Karpathos Airport,66,EU,GR,GR-L,Karpathos Island,LGKP,AOK,,"35.4213981628418, 27.145999908447266"
SARL,medium_airport,Paso De Los Libres Airport,230,SA,AR,AR-W,Paso de los Libres,SARL,AOL,LIB,"-29.6894, -57.1521"
OM-0002,small_airport,Adam Airport,1075,AS,OM,OM-DA,Adam,,AOM,,"22.4919444444, 57.3838888889"
KAOO,medium_airport,Altoona Blair County Airport,1503,NA,US,US-PA,Altoona,KAOO,AOO,AOO,"40.296398, -78.32"
SPAS,small_airport,Alferez FAP Alfredo Vladimir Sara Bauer Airport,728,SA,PE,PE-LOR,Andoas,SPAS,AOP,,"-2.79612994194, -76.46659851070001"
BGAG,heliport,Aappilattoq Heliport,42,NA,GL,GL-AV,Aappilattoq,BGAG,AOQ,AAP,"72.88703, -55.596287"
WMKA,medium_airport,Sultan Abdul Halim Airport,15,AS,MY,MY-02,Alor Satar,WMKA,AOR,,"6.189670085906982, 100.39800262451172"
AK81,seaplane_base,Amook Bay Seaplane Base,,NA,US,US-AK,Amook Bay,AK81,AOS,AK81,"57.4715003967, -153.815002441"
LIMW,medium_airport,Aosta Airport,1791,EU,IT,IT-23,Aosta,LIMW,AOT,AO01,"45.738499, 7.36872"
VLAP,small_airport,Attopeu Airport,344,AS,LA,LA-AT,Attopeu,VLAP,AOU,,"14.793056, 107.045278"
KAPA,medium_airport,Centennial Airport,5885,NA,US,US-CO,Denver,KAPA,APA,APA,"39.57009888, -104.848999"
SLAP,small_airport,Apolo Airport,4639,SA,BO,BO-L,Apolo,SLAP,APB,,"-14.735600471496582, -68.41190338134766"
KAPC,small_airport,Napa County Airport,35,NA,US,US-CA,Napa,KAPC,APC,APC,"38.2132, -122.280998"
KAPF,medium_airport,Naples Municipal Airport,8,NA,US,US-FL,Naples,KAPF,APF,APF,"26.1525993347, -81.7752990723"
KAPG,medium_airport,Phillips Army Air Field,57,NA,US,US-MD,Aberdeen,KAPG,APG,APG,"39.466202, -76.1688"
KAPH,small_airport,Mary Walker LZ Airport,220,NA,US,US-VA,Bowling Green,KAPH,APH,APH,"38.068631, -77.319318"
SKAP,medium_airport,Gomez Nino Apiay Air Base,1207,SA,CO,CO-MET,Apiay,SKAP,API,APY,"4.07607, -73.5627"
NTGD,small_airport,Apataki Airport,8,OC,PF,PF-U-A,Apataki,NTGD,APK,,"-15.5736, -146.414993"
FQNP,medium_airport,Nampula Airport,1444,AF,MZ,MZ-N,Nampula,FQNP,APL,,"-15.105600357055664, 39.28179931640625"
KAPN,medium_airport,Alpena County Regional Airport,690,NA,US,US-MI,Alpena,KAPN,APN,APN,"45.0780983, -83.56030273"
SKLC,medium_airport,Antonio Roldán Betancur Airport,46,NA,CO,CO-ANT,Carepa,SKLC,APO,APO,"7.81196, -76.7164"
APP,small_airport,Asapa Airport,1930,OC,PG,PG-NPP,,,APP,APA,"-8.979167, 148.103611"
SNAL,small_airport,Arapiraca Airport,886,SA,BR,BR-AL,Arapiraca,SNAL,APQ,AL0003,"-9.776589, -36.628983"
APR,small_airport,April River Airport,220,OC,PG,PG-ESW,April River,AYPE,APR,APR,"-4.67666666667, 142.540138889"
SWNS,small_airport,Anápolis Airport,3648,SA,BR,BR-GO,Anápolis,SWNS,APS,SWNS,"-16.3623008728, -48.9271011353"
KAPT,small_airport,Marion County Airport - Brown Field,641,NA,US,US-TN,Jasper,KAPT,APT,APT,"35.060699, -85.585297"
SSAP,small_airport,Captain João Busse Airport,2625,SA,BR,BR-PR,Apucarana,SSAP,APU,PR0014,"-23.609099, -51.384301"
KAPV,small_airport,Apple Valley Airport,3062,NA,US,US-CA,Apple Valley,KAPV,APV,APV,"34.575298309299995, -117.185997009"
NSFA,medium_airport,Faleolo International Airport,58,OC,WS,WS-AA,Apia,NSFA,APW,,"-13.829999923706055, -172.00799560546875"
SSOG,small_airport,Arapongas Airport,2599,SA,BR,BR-PR,Arapongas,SSOG,APX,SSOG,"-23.3529, -51.491699"
SNAI,small_airport,Alto Parnaíba Airport,968,SA,BR,BR-MA,Alto Parnaíba,,APY,,"-9.083610534668, -45.95055770874"
SAHZ,medium_airport,Zapala Airport,3330,SA,AR,AR-Q,Zapala,SAHZ,APZ,ZAP,"-38.975498, -70.113602"
SBAQ,medium_airport,Araraquara Airport,2334,SA,BR,BR-SP,Araraquara,SBAQ,AQA,SP0012,"-21.812, -48.132999"
MGQC,small_airport,Quiché Airport,6631,NA,GT,GT-QC,Santa Cruz del Quiché,MGQC,AQB,,"15.0122, -91.150597"
ZSAQ,medium_airport,Anqing Tianzhushan Airport / Anqing North Air Base,,AS,CN,CN-34,Anqing,ZSAQ,AQG,,"30.582199, 117.050003"
OEPA,medium_airport,Al Qaisumah/Hafr Al Batin Airport,1174,AS,SA,SA-04,Qaisumah,OEPA,AQI,,"28.335199, 46.125099"
OJAQ,medium_airport,Aqaba King Hussein International Airport,175,AS,JO,JO-AQ,Aqaba,OJAQ,AQJ,,"29.611600875854492, 35.01810073852539"
SJOG,small_airport,Ariquemes Airport,466,SA,BR,BR-RO,Ariquemes,SJOG,AQM,RO0008,"-9.880436, -63.047115"
SPQU,medium_airport,Rodríguez Ballón International Airport,8405,SA,PE,PE-ARE,Arequipa,SPQU,AQP,,"-16.3411006927, -71.5830993652"
AQY,small_airport,Girdwood-Alyeska Airport,150,NA,US,US-AK,Girdwood,,AQY,AQY,"60.968774, -149.119792"
KARA,medium_airport,Acadiana Regional Airport,24,NA,US,US-LA,New Iberia,KARA,ARA,ARA,"30.0378, -91.883904"
KARB,small_airport,Ann Arbor Municipal Airport,839,NA,US,US-MI,Ann Arbor,KARB,ARB,ARB,"42.2229995728, -83.74559783939999"
PARC,medium_airport,Arctic Village Airport,2092,NA,US,US-AK,Arctic Village,PARC,ARC,ARC,"68.1147, -145.578995"
WATM,small_airport,Alor Island - Mali Airport,10,AS,ID,ID-NT,Kabola,WATM,ARD,,"-8.13234, 124.597"
TJAB,medium_airport,Antonio Nery Juarbe Pol Airport,23,NA,PR,PR-U-A,Arecibo,TJAB,ARE,ABO,"18.45085, -66.675768"
SK-471,small_airport,Acaricuara Airport,587,SA,CO,CO-VAU,Acaricuara,,ARF,ARF,"0.533333, -70.133333"
KARG,small_airport,Walnut Ridge Regional Airport,279,NA,US,US-AR,Walnut Ridge,KARG,ARG,ARG,"36.124667, -90.925111"
ULAA,medium_airport,Talagi Airport,62,EU,RU,RU-ARK,Archangelsk,ULAA,ARH,,"64.60030364990234, 40.71670150756836"
SCAR,medium_airport,Chacalluta Airport,167,SA,CL,CL-AP,Arica,SCAR,ARI,,"-18.348499, -70.338699"
HTAR,medium_airport,Arusha Airport,4550,AF,TZ,TZ-01,Arusha,HTAR,ARK,,"-3.3677899837493896, 36.63330078125"
DFER,small_airport,Arly Airport,761,AF,BF,BF-TAP,Arly,DFER,ARL,,"11.597000122070312, 1.4830000400543213"
YARM,medium_airport,Armidale Airport,3556,OC,AU,AU-NSW,Armidale,YARM,ARM,,"-30.528099060099997, 151.617004395"
ESSA,large_airport,Stockholm-Arlanda Airport,137,EU,SE,SE-AB,Stockholm,ESSA,ARN,,"59.651901245117, 17.918600082397"
SK-005,small_airport,Arboletes Airport,13,SA,CO,CO-ANT,Arboletes,,ARO,ARO,"8.855118, -76.422676"
ARP,small_airport,Aragip Airport,1750,OC,PG,PG-MBA,,,ARP,AGP,"-9.88333333333, 149.483333333"
SKAT,small_airport,El Troncal Airport,512,SA,CO,CO-ARA,Arauquita,SKAT,ARQ,ARQ,"7.02106, -71.388901"
SAVR,small_airport,D. Casimiro Szlapelis Airport,2286,SA,AR,AR-U,Alto Rio Senguerr,SAVR,ARR,ARS,"-45.013599, -70.812202"
SJVO,small_airport,Aragarças Airport,1061,SA,BR,BR-GO,Aragarças,SJVO,ARS,,"-15.8994, -52.2411"
KART,medium_airport,Watertown International Airport,325,NA,US,US-NY,Watertown,KART,ART,ART,"43.991901, -76.021698"
SBAU,medium_airport,Araçatuba Airport,1361,SA,BR,BR-SP,Araçatuba,SBAU,ARU,SP0009,"-21.141479, -50.424575"
KARV,small_airport,Lakeland-Noble F. Lee Memorial field,1629,NA,US,US-WI,Minocqua-Woodruff,KARV,ARV,ARV,"45.92789841, -89.73090363"
LRAR,medium_airport,Arad International Airport,352,EU,RO,RO-AR,Arad,LRAR,ARW,,"46.17660140991211, 21.261999130249023"
SBAC,medium_airport,Aracati Dragão do Mar Regional Airport,128,SA,BR,BR-CE,Aracati,SBAC,ARX,CE0004,"-4.568896, -37.805135"
YARA,medium_airport,Ararat Airport,1008,OC,AU,AU-VIC,Ararat,YARA,ARY,,"-37.309978, 142.988688"
FNZE,small_airport,N'zeto Airport,69,AF,AO,AO-ZAI,N'zeto,FNZE,ARZ,,"-7.259439945220947, 12.863100051879883"
HHSB,medium_airport,Assab International Airport,46,AF,ER,ER-DK,Asab,HHSB,ASA,,"13.071800231933594, 42.64500045776367"
UTAA,large_airport,Ashgabat International Airport,692,AS,TM,TM-S,Ashgabat,UTAA,ASB,,"37.986801, 58.361"
SLAS,small_airport,Ascención De Guarayos Airport,807,SA,BO,BO-S,Ascensión de Guarayos,SLAS,ASC,,"-15.930299758911133, -63.156700134277344"
MYAF,medium_airport,Andros Town Airport,5,NA,BS,BS-NS,,MYAF,ASD,,"24.697900772094727, -77.79560089111328"
KASE,medium_airport,Aspen-Pitkin County Airport (Sardy Field),7820,NA,US,US-CO,Aspen,KASE,ASE,ASE,"39.223202, -106.869003"
URWA,medium_airport,Astrakhan Narimanovo Boris M. Kustodiev International Airport,-65,AS,RU,RU-AST,Astrakhan,URWA,ASF,,"46.282843, 48.010511"
NZAS,small_airport,Ashburton Aerodrome,302,OC,NZ,NZ-CAN,,NZAS,ASG,,"-43.90330123901367, 171.7969970703125"
KASH,small_airport,Nashua Airport / Boire Field,199,NA,US,US-NH,Nashua,KASH,ASH,ASH,"42.7817, -71.514801"
FHAW,medium_airport,RAF Ascension Island,278,AF,SH,SH-AC,Cat Hill,FHAW,ASI,,"-7.9696, -14.3937"
RJKA,medium_airport,Amami Airport,27,AS,JP,JP-46,Amami,RJKA,ASJ,,"28.430599212646484, 129.71299743652344"
DIYO,medium_airport,Yamoussoukro Airport,699,AF,CI,CI-YM,Yamoussoukro,DIYO,ASK,,"6.9031701088, -5.36558008194"
KASL,small_airport,Harrison County Airport,357,NA,US,US-TX,Marshall,KASL,ASL,ASL,"32.5205001831, -94.307800293"
HHAS,medium_airport,Asmara International Airport,7661,AF,ER,ER-SK,Asmara,HHAS,ASM,,"15.291899681091309, 38.910701751708984"
KASN,small_airport,Talladega Municipal Airport,529,NA,US,US-AL,Talladega,KASN,ASN,ASN,"33.569900512699995, -86.05090332030001"
HASO,medium_airport,Asosa Airport,5100,AF,ET,ET-BE,Asosa,HASO,ASO,,"10.018500328063965, 34.586299896240234"
YBAS,medium_airport,Alice Springs Airport,1789,OC,AU,AU-NT,Alice Springs,YBAS,ASP,,"-23.806588, 133.903427"
K9U3,small_airport,Austin Airport,5730,NA,US,US-NV,Austin,KTMT,ASQ,TMT,"39.467708, -117.197576"
LTAU,medium_airport,Kayseri Erkilet Airport,3463,AS,TR,TR-38,Kayseri,LTAU,ASR,,"38.770401001, 35.4953994751"
FACC,small_airport,Arathusa Safari Lodge Airport,1289,AF,ZA,ZA-NP,Arathusa,FAAR,ASS,,"-24.744165, 31.522499"
KAST,medium_airport,Astoria Regional Airport,15,NA,US,US-OR,Astoria,KAST,AST,AST,"46.158000946, -123.878997803"
SGAS,large_airport,Aeropuerto Internacional Silvio Pettirossi,292,SA,PY,PY-11,Luque,SGAS,ASU,,"-25.241736, -57.514104"
HKAM,medium_airport,Amboseli Airport,3755,AF,KE,KE-700,Amboseli National Park,HKAM,ASV,,"-2.645050048828125, 37.25310134887695"
HESN,medium_airport,Aswan International Airport,650,AF,EG,EG-ASN,Aswan,HESN,ASW,,"23.968137, 32.824445"
KASX,small_airport,John F Kennedy Memorial Airport,827,NA,US,US-WI,Ashland,KASX,ASX,ASX,"46.54850006, -90.91899872"
KASY,small_airport,Ashley Municipal Airport,2032,NA,US,US-ND,Ashley,KASY,ASY,ASY,"46.0238990784, -99.3526000977"
ASZ,small_airport,Asirim Airport,1050,OC,PG,PG-WBK,,,ASZ,ASM,"-6.009722222220001, 150.368611111"
SPHZ,medium_airport,Comandante FAP German Arias Graziani Airport,9097,SA,PE,PE-ANC,Anta,SPHZ,ATA,,"-9.347439765930176, -77.59839630126953"
HSAT,small_airport,Atbara Airport,1181,AF,SD,SD-04,Atbara,HSAT,ATB,,"17.710344314575195, 34.0570182800293"
MYCA,medium_airport,Arthur's Town Airport,18,NA,BS,BS-CI,Arthur's Town,MYCA,ATC,,"24.6294, -75.673797"
AGAT,small_airport,Uru Harbour Airport,,OC,SB,SB-ML,Atoifi,AGAT,ATD,,"-8.87333, 161.011002"
K80F,small_airport,Antlers Municipal Airport,575,NA,US,US-OK,Antlers,80F,ATE,80F,"34.1926002502, -95.6499023438"
SEAM,medium_airport,Chachoán Regional Airport,8502,SA,EC,EC-T,Ambato,SEAM,ATF,,"-1.21207, -78.5746"
OPMS,medium_airport,Minhas Air Base,1023,AS,PK,PK-PB,Kamra,OPMS,ATG,,"33.8690986633, 72.4009017944"
LGAV,large_airport,Athens Eleftherios Venizelos International Airport,308,EU,GR,GR-I,Athens,LGAV,ATH,,"37.936401, 23.9445"
SUAG,small_airport,Artigas International Airport,410,SA,UY,UY-AR,Artigas,SUAG,ATI,,"-30.400699615478516, -56.50790023803711"
FMME,small_airport,Antsirabe Airport,4997,AF,MG,MG-T,Antsirabe,FMME,ATJ,,"-19.8392214824, 47.063713073699994"
PATQ,medium_airport,Atqasuk Edward Burnell Sr Memorial Airport,96,NA,US,US-AK,Atqasuk,PATQ,ATK,ATK,"70.46704, -157.436013"
KATL,large_airport,Hartsfield Jackson Atlanta International Airport,1026,NA,US,US-GA,Atlanta,KATL,ATL,ATL,"33.6367, -84.428101"
SBHT,medium_airport,Altamira Interstate Airport,368,SA,BR,BR-PA,Altamira,SBHT,ATM,PA0003,"-3.253144, -52.253938"
ATN,small_airport,Namatanai Airport,150,OC,PG,PG-NIK,Namatanai,AYNX,ATN,NTI,"-3.6695, 152.438"
KUNI,small_airport,Ohio University Airport,766,NA,US,US-OH,Albany,KUNI,ATO,UNI,"39.211839, -82.22949"
ATP,small_airport,Aitape Airport,10,OC,PG,PG-SAN,Aitape,AYAI,ATP,APE,"-3.1436111111100002, 142.346805556"
VIAR,medium_airport,Sri Guru Ram Dass Jee International Airport,756,AS,IN,IN-PB,Amritsar,VIAR,ATQ,,"31.7096, 74.797302"
